CO,CUST#,CUSTOMER NAME,SERVICE NAME,TAX BODY,CYCLE,MTH$,BAL DUE,UNAPPLIED,CURRENT,30+,60+,90+,AREA CD#1,PHONE #1,AREA CD#2,PHONE #2,BILLING ADDR,BILLING CITY,BILLING STATE,BILLING ZIP,SERVICE ADDR,SERVICE CITY,SERVICE STATE,SERVICE ZIP,CONTACT,V0  User Field,V1  CART SURCHARG,V2  MF UNITS,V3  BIZ TYPE,V4  SB1383,V5  Alternate Nam,V6  Opted out of,VARIABLE 7,VARIABLE 8,VARIABLE 9,V10 Old Account #,VARIABLE 11,VARIABLE 12,VARIABLE 13,VARIABLE 14,RES,MTD,YTD,SALES ID,START DT,STOP DT,BILLING STR DT,ACT CD,FEE CODE,PRICE LIST,CREDIT LIMIT,AREA CD#3,PHONE #3,SERVICE COUNTY,SERV MISC FLAG,BILL MISC FLAG,GENERAL EMAIL,BILLING EMAIL,F/C FLAG
01,15560,CAROLYN LORE,7820 SILVERADO TRL LLC,YC    ,CA,89.71,0,,0,0,0,0,973,867-8220,707,294-9136,PO BOX 142,MOUNTAIN LAKES,NJ,07046    ,7820 S SILVERADO TRL,OAKVILLE,CA,94562    ,CAROLYN LORE,,,,,,,,,,,,,,,,N,0,815.2,,06/04/2012,,06/04/2012,,,CO,,,,,,,carolynlore4@gmail.com,,Y
01,15640,THE BERGSON,THE BERGSON,C     ,CA,415.72,0,,0,0,0,0,707,942-5755,707,,1010  FOOTHILL BLVD,CALISTOGA,CA,94515    ,1010  FOOTHILL BLVD,CALISTOGA,CA,94515    ,JACK PATEL OWNER,,,,LODGING,,,,,,,,,,,,N,0,3045.68,,06/14/2012,,06/14/2012,,,C,,,,,,,Manager@TheBergson.com,Manager@TheBergson.com,Y
01,15641,JOHN BURKART,JOHN BURKART,AC    ,CA,179.44,0,,0,0,0,0,707,322-2350,707,,176  BROOKSIDE DR,ANGWIN,CA,945089799,176  BROOKSIDE DR,ANGWIN,CA,945089799,,,,,MULTIFAMIL,,SUMMIT DRART,,,,,,,,,,N,0,1630.48,,12/23/1992,,,,,CO,,,,,,,,,Y
01,15650,CALISTOGA UNOCAL 76,CALISTOGA UNOCAL 76,C     ,CA,813.98,813.98,,813.98,0,0,0,707,942-0276,707,942-0276,1202  FOOTHILL BLVD,CALISTOGA,CA,945151716,1202  FOOTHILL BLVD,CALISTOGA,CA,945151716,ALI MAHMODI,,,,MINI MART,,CALISTOGA UNOCAL,,,,,,,,,,N,0,7714.29,,12/24/1992,,12/24/1992,,,C,,,,,,,ARMAHMOODI@GMAIL.COM,,Y
01,15672,DUTCH INVESTMENTS,DUTCH INVESTMENTS,S     ,CA,391.48,0,,0,0,0,0,707,849-2583,707,963-1548,2683  CHABLIS CIR,ST HELENA,CA,945742307,1357  MONTE VISTA,ST HELENA,CA,945742307,,,,,MULTIFAMIL,,DUTCH INVESTMENT,,,,,,,,,,N,0,3557.44,,12/22/1992,,,,,S,,,,,,,stepcomm@aol.com,stepcomm@aol.com,Y
01,15673,DUTCH INVESTMENTS,DUTCH INVESTMENTS,S     ,CA,391.48,0,,0,0,0,0,707,849-2583,707,963-1548,2683  CHABLIS CIR,ST HELENA,CA,94574    ,1347  MONTE VISTA,ST HELENA,CA,945742307,MARY STEVENSON,,,,MULTIFAMIL,,DUTCH INVESTMENT,,,,,,,,,,N,0,3557.44,,12/22/1992,,,,,S,,,,,,,stepcomm@aol.com,stepcomm@aol.com,Y
01,15678,JACK NEAL & SON,JACK NEAL & SON,YC    ,CA,482.56,1139.01,,531.52,607.49,0,0,707,963-7303,707,963-7303,360  LA FATA,ST HELENA,CA,94574    ,953  MEE LN,RUTHERFORD,CA,94573    ,MARK NEAL,,,,UTILITY,,,,,,,,,,,,N,0,5983.12,,08/19/1998,,08/19/1998,,,CO,,,,,,,MNEAL@JACKNEALANDSON.COM,,Y
01,15749,BALE MILL,BALE MILL,SC    ,CN,97.87,97.87,,97.87,0,0,0,707,,707,,3331 N ST HELENA HWY,ST HELENA,CA,94574    ,3331 N ST HELENA HWY,ST HELENA,CA,94574    ,,,,,,,,,,,,,,,,,N,0,97.87,,07/09/2012,,,,,S,,,,,,,,,Y
01,15776,SUTTER HOME,SUTTER HOME PERM,S     ,PA,0,6803.06,,6803.06,0,0,0,707,963-3104,707,963-3104,P O BOX 248,SAINT HELENA,CA,945740248,100 S ST HELENA        CP,ST HELENA,CA,945740248,JOE 227-5035,,,,,,SUTTER HOME,,,,,,,,,,N,718.32,30393.24,,02/05/1993,,02/05/1993,,,S,,,,,,,abisbikis@tfewines.com,abisbikis@tfewines.com,N
01,15833,CAFE SARAFORNIA,CAFE SARAFORNIA,C     ,CA,742.46,742.46,,742.46,0,0,0,707,942-0555,707,338-5465,1413  LINCOLN AVE,CALISTOGA,CA,945151417,1413  LINCOLN AVE,CALISTOGA,CA,945151417,JUSTIN,,,,DELI/CAFE,,SARAFORNIA CAFE,,,,,,,,,,N,0,5994.97,,02/19/1993,,02/19/1993,,,C,,707,938-5901,,,,savinhill@vom.com,savinhill@vom.com,Y
01,15850,NIMBUS ARTS,NIMBUS ARTS,S     ,CA,195.74,0,,0,0,0,0,707,963-5278,707,,649  MAIN ST,ST HELENA,CA,94574    ,649  MAIN ST,ST HELENA,CA,94574    ,MARY,,,,COMMUNITY,,,,,,,,,,,,N,0,1778.72,,08/14/2012,,08/14/2012,,,S,,,,,,,MARY@NIMBUSARTS.ORG,,Y
01,15873,NAPA WINE COMPANY,NAPA WINE COMPANY,YC    ,PA,0,2883.96,,2883.96,0,0,0,707,944-4470,707,,P O BOX 434,OAKVILLE,CA,945620434,7830 S ST HELENA HWY,OAKVILLE,CA,94562    ,KEN HOWATT,,,,,,NAPA WINE COMPAN,,,,,,,,,,N,0,14854.27,,03/01/1993,,,,,CO,,,,,,,concierge@napawineco.com,ap@napawineco.com,Y
01,15882,JAY CALDWELL,JAY CALDWELL,S     ,CA,293.61,0,,0,0,0,0,707,321-5425,707,,6527  YOUNT ST,YOUNTVILLE,CA,94599    ,1041  POPE ST,ST HELENA,CA,94574    ,JAY,,,,MULTIFAMIL,,,,,,,,,,,,N,0,2887.39,,08/21/2012,,,,,S,,,,,,,petitlogis@yahoo.com,petitlogis@yahoo.com,Y
01,15940,ACRES HOME & GARDEN,ACRES HOME & GARDEN,S     ,CA,65.25,65.25,,65.25,0,0,0,707,967-1142,707,,1219  MAIN ST  SUITE A,ST HELENA,CA,94574    ,1219  MAIN ST  A,ST HELENA,CA,94574    ,JIM WICKESBERG,,,,HOME IMPRO,,,,,,,,,,,,N,0,592.92,,09/11/2012,,09/11/2012,,,S,,,,,,,JIM@ACRESHOMEANDGARDEN.COM,,Y
01,15943,JONES LANG LASALLE AMERICAS,ST HELENA HOSPITAL,AC    ,PA,0,67.05,,67.05,0,0,0,707,963-6494,707,963-6337,P O BOX 2410  MAIL   STOP 4321,SPOKANE,WA,992102410,37  WOODLAND DR,DEER PARK,CA,94576    ,SCOTT SANDIN,,,,,,,,,,,,,,,,N,0,4274.56,,09/05/2012,,09/05/2012,,,CO,,,,,,,SCOTT.SANDIN@AM.JLL.COM,,Y
01,15996,J. DAVIES WINERY,J. DAVIES WINERY,S     ,CA,771.01,771.01,,771.01,0,0,0,707,709-4251,707,942-2423,1400  SCHRAMSBERG RD,CALISTOGA,CA,94515    ,555  MAIN ST,ST HELENA,CA,94574    ,MISSY HASWELL,,,,WINERY,,,,,,,,,,,,N,0,6814.84,,09/25/2012,,09/25/2012,,,S,,,,,,,MHASWELL@SCHRAMSBERG.COM,RNAYYAR@SCHRAMSBERG.COM,Y
01,16032,LOS PRADOS TOWING,LOS PRADOS TOWING,S     ,CA,97.87,97.87,,97.87,0,0,0,707,967-9884,707,,1151  VINTAGE AVE,SAINT HELENA,CA,945741439,1151  VINTAGE AVE,ST HELENA,CA,94574    ,MICHAEL SLAUGHTER,,,,AUTO,,,,,,,,,,,,N,0,890.6,,10/02/2012,,10/02/2012,,,S,,,,,,,LOSPRADOSTOWING@GMAIL.COM,,Y
01,16050,HARVEST INN,HARVEST INN,S     ,PA,0,0,,0,0,0,0,707,963-9463,707,963-9463,1  MAIN ST,ST HELENA,CA,94574    ,1  MAIN ST,ST HELENA,CA,94574    ,JP,,,,,,HARVEST INN,,,,,,,,,,N,0,3227.76,,08/07/2017,,06/08/2015,,,S,,,,,,,,,Y
01,16153,LOU PENNING LANDSCAPE,LOU PENNING LANDSCAPE,Y     ,CA,543.56,0,,0,0,0,0,707,333-3272,707,,68  COOMBS ST UNIT D 11,NAPA,CA,94559    ,6600  YOUNT ST,YOUNTVILLE,CA,94599    ,JOE VELASCO,,,,,,,,,,,,,,,,N,0,0,,11/12/2019,,11/13/2012,,,Y,,,,,,,,,Y
01,16172,FN CELLARS,BELLA UNION,YC    ,CA,134.57,134.57,,134.57,0,0,0,707,738-1329,707,,P O BOX 7,OAKVILLE,CA,94562    ,1315  BELLA OAKS LN,RUTHERFORD,CA,94573    ,ANDREW,,,,,,,,,,,,,,,,N,0,1222.82,,06/09/2014,,06/09/2014,,,CO,,,,,,,AP@FarNiente.com,AP@FarNiente.com,Y
01,16189,TURNBULL WINE CELLARS,TURNBULL WINE CELLARS,YC    ,CA,1040.4,1040.4,,1040.4,0,0,0,707,963-5839,707,963-5839,P O BOX 29,OAKVILLE,CA,94562    ,8210 S ST HELENA HWY,OAKVILLE,CA,94562    ,,,,,WINERY,,TURNBULL WINE CE,,,,,,,,,,N,0,8736,,05/10/1993,,05/10/1993,,,CO,,,,,,,laura@turnbullwines.com,laura@turnbullwines.com,Y
01,16319,J3 WINE PARTNERS LLC,J3 WINE PARTNERS LLC,C     ,CA,331.93,668.84,,336.91,331.93,0,0,707,254-0299,707,942-8265,5014  SILVERADO TRL,NAPA,CA,94558    ,1020  FOOTHILL BL C,CALISTOGA,CA,94515    ,HEATH 942-8265,,,,WINERY,,,,,,,,,,,,N,0,3058.38,,01/10/2013,,01/10/2013,,,C,,,,,,,tankgaragewinery@bill.com,tankgaragewinery@bill.com,Y
01,16340,DANIEL MERCHANT,DANIEL MERCHANT,C     ,CA,387.79,0,,0,0,0,0,310,422-3931,707,225-7488,P O BOX 1073,CALISTOGA,CA,94515    ,1334  LINCOLN AVE,CALISTOGA,CA,94515    ,JILLIAN,,,,,,,,,,,,,,,,N,0,3528.65,,01/24/2013,,01/24/2013,,,C,,,,,,,dannysmp@gmail.com,dannysmp@gmail.com,Y
01,16354,SUTTER HOME,SUTTER HOME,YC    ,CA,134.57,134.57,,134.57,0,0,0,707,302-3278,707,,P O BOX 248,SAINT HELENA,CA,945740248,7467 S ST HELENA HWY,YOUNTVILLE,CA,94599    ,,,,,,,,,,,,,,,,,N,0,1015.12,,01/28/2013,,01/28/2013,,,CO,,,,,,,,abisbikis@tfewines.com,Y
01,16438,MEADOWOOD RESORT/ASHES,MEADOWOOD RESORT/ASHES,SC    ,CA,0,250.75,,250.75,0,0,0,707,963-3646,707,967-1241,900  MEADOWOOD LN,ST HELENA,CA,94574    ,900  MEADOWOOD LN,ST HELENA,CA,94574    ,A/P ROSA 963-3646,,,,LANDSCAPER,,MEADOWOOD RESORT,,,,,,,,,,N,0,5516.04,,10/16/1998,,10/16/1998,,,CO,,,,,,,AP@meadowood.com,,Y
01,16464,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HOME,YC    ,PA,14371.18,10137.5,,10137.5,0,0,0,916,654-0569,707,944-4821,1227  O ST,SACRAMENTO,CA,958145840,100  CALIFORNIA DR,YOUNTVILLE,CA,94599    ,TIM 944-4821,,,,,,VETERANS HOME,,,,,,,,,,N,673.19,168164.13,,07/31/1998,,07/31/1998,,,CO,,,,,,,accountsreceivable@uvds.com,accountsreceivable@uvds.com,N
01,16470,FRANK FAMILY VYDS,FRANK FAMILY VYDS,CC    ,CA,1040.4,1040.4,,1040.4,0,0,0,707,942-2310,707,,P O BOX 1012,ST HELENA,CA,94574    ,1091  LARKMEAD LN,CALISTOGA,CA,94515    ,MARIA NAVARRO-WINEMAKER,,,,,,,,,,,,,,,,N,0,8306.23,,02/26/2013,,02/26/2013,,,CO,,,,,,,ffvap@frankfamilyvineyards.com,ffvap@frankfamilyvineyards.com,Y
01,16519,FINDINGS,FINDINGS,S     ,CA,97.87,97.87,,97.87,0,0,0,707,963-6000,707,,1371  MAIN ST,ST HELENA,CA,94574    ,1371  MAIN ST,ST HELENA,CA,94574    ,MAURA WILSIN,,,,,,,,,,,,,,,,N,0,376.62,,07/06/2021,,07/06/2021,,,S,,,,,,,,,Y
01,16545,RUTHERFORD WINE CO,RUTHERFORD RANCH,YC    ,TA,0,2166.75,,2166.75,0,0,0,707,,707,,1680  S SILVERADO TRL,ST HELENA,CA,94574    ,1680  S SILVERADO TRL,ST HELENA,CA,94574    ,WILLY 707-975-7139,,,,,,,,,,,,,,,,N,0,15565.43,,06/21/2016,,09/25/2015,,,CO,,,,,,,accounts.payable@rutherfordwine.com,accounts.payable@rutherfordwine.com,Y
01,16564,YOUNG INGLEWOOD WINERY,YOUNG INGLEWOOD WINERY,SC    ,CA,89.71,89.71,,89.71,0,0,0,707,200-4572,707,,1919  INGLEWOOD AVE,ST HELENA,CA,94574    ,1919  INGLEWOOD AVE,ST HELENA,CA,94574    ,MICHAEL CELL# 321-8452,,,,WINERY,,,,,,,,,,,,N,0,815.2,,04/02/2013,,04/02/2013,,,CO,,,,,,,,,Y
01,16565,THOLLANDER CONSTRUCTION,THOLLANDER CONSTRUCTION,C     ,CA,34.64,34.64,,34.64,0,0,0,707,942-0715,707,942-0715,P O BOX 1159,CALISTOGA,CA,945156159,504  WASHINGTON ST A,CALISTOGA,CA,945156159,LAURIE W.,,,,UTILITY,,THOLLANDER & HAW,,,,,,,,,,N,0,314.78,,07/15/1993,,07/15/1993,,,C,,,,,,,tholconstruction@sbcglobal.net,,Y
01,16605,MADRIGAL FAMILY WINERY LLC,MADRIGAL FAMILY WINERY LLC,CC    ,CA,890.4,890.4,,890.4,0,0,0,707,942-8619,707,,3718 N ST HELENA HWY,CALISTOGA,CA,94515    ,3718 N ST HELENA HWY,CALISTOGA,CA,94515    ,CHRIS 494-1128 CELL,,,,WINERY,,,,,,,,,,,,N,0,7974.88,,04/19/2017,,04/03/2013,,,CO,,,,,,,,,Y
01,16607,V.G.S. CHATEAU POTELLE,V.G.S. CHATEAU POTELLE,S     ,CA,171.28,270.83,,172.75,98.08,0,0,707,255-9440,707,,1200  DOWDELL LN,ST HELENA,CA,94574    ,1200  DOWDELL LN,ST HELENA,CA,94574    ,EMILIY,,,,WINERY,,,,,,,,,,,,N,0,1571,,07/04/2017,,04/16/2013,,,S,,,,,,,,,Y
01,16628,CALISTOGA THAI KITCHEN,CALISTOGA THAI KITCHEN,C     ,CA,207.86,207.86,,207.86,0,0,0,707,245-0676,707,,1359  LINCOLN AVE,CALISTOGA,CA,94515    ,1359  LINCOLN AVE,CALISTOGA,CA,94515    ,CHALERM,,,,RESTAURANT,,,,,,,,,,,,N,0,1897.46,,04/17/2013,,04/17/2013,,,C,,,,,,,tueybkk@hotmail.com,,Y
01,16795,PETER IBRAHIM,PETER IBRAHIM,S     ,CA,195.74,0,,0,0,0,0,707,226-9311,707,,2232  JEFFERSON ST,NAPA,CA,945591210,957  HUNT AVE,ST HELENA,CA,94574    ,PETER,,,,MULTIFAMIL,,,,,,,,,,,,N,0,1778.72,,06/04/2013,,,,,S,,,,,,,,,Y
01,16933,HESTAN VINEYARDS-TASTING ROOM,HESTAN VINEYARDS-TASTING ROOM,Y     ,CA,177.16,0,,0,0,0,0,707,551-2858,707,225-4088,1  MEYER PLAZA,VALLEJO,CA,945905925,6548  WASHINGTON ST,YOUNTVILLE,CA,94599    ,ANN HITCHCOCK & BARBARA,,,,,,,,,,,,,,,,N,0,1609.84,,07/03/2013,,07/03/2013,,,Y,,,,,,,ann@hestan.com,ann@hestan.com,Y
01,16945,TOWN OF YOUNTVILLE,TOWN--YOUNTVILLE RO WATER TREA,Y     ,MA,0,0,,0,0,0,0,707,944-2655,707,944-2954,6550  YOUNT ST,YOUNTVILLE,CA,94599    ,7501  SOLANO AVE,YOUNTVILLE,CA,945991271,LARYY HANCOCK,,,,,,TOWN OF YOUNTVIL,,,,,,,,,,N,0,8074.32,,09/27/1993,,09/27/1993,,,Y,,,,,,,lhancock@yville.com,,N
01,16952,T-VINE WINERY,T-VINE WINERY,C     ,CA,179.93,179.93,,179.93,0,0,0,707,942-1543,707,,5584  SILVERADO TRL,NAPA,CA,94558    ,810  FOOTHILL BLVD,CALISTOGA,CA,94515    ,RANDY KINGSFORD,,,,,,,,,,,,,,,,N,0,1634.96,,07/11/2013,,07/11/2013,,,C,,,,,,,randy@TVINEWINERY.COM,,Y
01,16964,GAMBLE FAMILY VYDS,GAMBLE FAMILY VYDS,YC    ,CA,1294.44,1294.44,,1294.44,0,0,0,310,283-1649,707,944-2999,P O BOX 128,OAKVILLE,CA,94562    ,7554  S ST HELENA HWY  B,OAKVILLE,CA,94562    ,NOELLE AGGER,,,,,,,,,,,,,,,,N,0,12142.98,,07/17/2013,,07/17/2013,,,CO,,,,,,,AP@GAMBLEFAMILYVINEYARDS.COM,,Y
01,17005,DEPARTMENT OF VETERANS AFFAIRS,VETERANS HOME-CONTINGENCY,YC    ,CN,0,0,,0,0,0,0,707,944-4807,707,944-4807,1227  O ST,SACRAMENTO,CA,958145840,CALIFORNIA DR,YOUNTVILLE,CA,94599    ,BILL 944-4803,,,,,,VETERANS HOME,,,,,,,,,,N,0,0,,12/10/2008,,12/10/2008,,,CO,,,,,,,,,N
01,17038,GILLWOODS,GILLWOODS,S     ,CA,368.61,593.61,,593.61,0,0,0,707,688-7572,707,,1313  MAIN ST,ST HELENA,CA,94574    ,1313  MAIN ST,ST HELENA,CA,94574    ,DEBBIE FRADELIZIO  OWNER,,,,,,,,,,,,,,,,N,0,2937.76,,07/26/2013,,,,,S,,,,,,,,,Y
01,17057,STONEBRIDGE APTS,STONEBRIDGE APTS,S     ,CA,3934.92,3934.92,,3934.92,0,0,0,707,963-1385,415,258-1800,990  COLLEGE AVE,ST HELENA,CA,945741368,990  COLLEGE AVE,ST HELENA,CA,945741368,RACHEL ESCARENO,,,,,,,,,,,,,,,,N,0,37229.22,,10/05/1993,,10/05/1993,,,S,,,,,,,RACHEL.ESCARENO@EAHOUSING.ORG,,Y
01,17073,CLIF FAMILY WINERY,CLIF FAMILY WINERY,PV    ,CA,233.06,233.06,,233.06,0,0,0,707,968-0625,707,,1312  VIDOVICH AVE,ST HELENA,CA,94574    ,1325  INK GRADE RD,POPE VALLEY,CA,95467    ,KRISTEN COLE(MNGER) DEBBI,,,,,,,,,,,,,,,,N,0,2133.18,,08/09/2013,,08/09/2013,,,PV,,,,,,,wineryap@cliffamily.com,wineryap@cliffamily.com,Y
01,17183,MALDONADO WINES LLC,MALDONADO WINES LLC,C     ,CA,69.28,0,,0,0,0,0,707,287-4621,707,942-1376,1307  LINCOLN AVE,CALISTOGA,CA,94515    ,1307  LINCOLN AVE,CALISTOGA,CA,94515    ,LIDIA,,,,,,,,,,,,,,,,N,0,629.56,,09/05/2013,,09/05/2013,,,C,,,,,,,LIDIA@MALDONADOVINEYARDS.COM,,Y
01,17209,ROMEO VYD & CELLARS,ROMEO VYD & CELLARS,C     ,CA,101.34,101.34,,101.34,0,0,0,707,685-2835,707,,3432  BRITTAN AVE,SAN CARLOS,CA,94070    ,1224  LINCOLN AVE,CALISTOGA,CA,94515    ,MARK,,,,,,,,,,,,,,,,N,0,920.88,,09/03/2013,,,,,C,,,,,,,,,Y
01,17211,CONTINUUM ESTATES,CONTINUUM ESTATES,YC    ,CA,0,2083.7,,2083.7,0,0,0,707,944-8100,707,,1677  SAGE CANYON RD,ST HELENA,CA,94574    ,1683  SAGE CANYON RD,ST HELENA,CA,94574    ,ERIN SIMS,,,,,,,,,,,,,,,,N,0,18491.74,,09/04/2013,,09/04/2013,,,CO,,,,,,,ACCOUNTING@CONTINUUMESTATE.COM,,Y
01,17255,SUSIE'S BAR,SUSIE'S BAR,C     ,CA,515.46,535.46,,535.46,0,0,0,707,942-6710,707,,1365  LINCOLN AVE  A,CALISTOGA,CA,945151701,1365  LINCOLN AVE  A,CALISTOGA,CA,945151701,DANA BLAKELEY,,,,BAR NO FW,,,,,,,,,,,,N,0,4472.07,,10/03/2013,,10/03/2013,,,C,,,,,,,,,Y
01,17258,CITY OF CALISTOGA,COMMUNITY CENTER CITY OF CALIS,C     ,MA,0,0,,0,0,0,0,707,942-2780,707,,1232  WASHINGTON ST,CALISTOGA,CA,94515    ,1232  WASHINGTON ST,CALISTOGA,CA,94515    ,LOUISE,,,,,,,,,,,,,,,,N,0,0,,09/14/2018,09/23/2019,09/18/2015,,,C,,,,,,,,,N
01,17268,BELKORP AG,BELKORP AG,C     ,CA,888.98,888.98,,888.98,0,0,0,209,205-3778,707,942-4566,2413  CROWS LANDING RD,MODESTO,CA,95358    ,1856  LINCOLN AVE,CALISTOGA,CA,94515    ,EDDIE GONZALES,,,,,,,,,,,,,,,,N,0,8231.02,,09/17/2013,,09/17/2013,,,C,,,,,,,ap@belkorpag.com,ap@belkorpag.com,Y
01,17272,CROWN REALTY,CROWN REALTY,S     ,CA,65.24,65.24,,65.24,0,0,0,707,255-0880,707,,1601  LINCOLN AVE  A & B,NAPA,CA,94558    ,256  ROSEBUD LN  A B,ST HELENA,CA,94574    ,KEVIN,,,,,,,,,,,,,,,,N,0,592.88,,09/17/2013,,09/17/2013,,,S,,,,,,,KEVIN@CROWNPM.COM,,Y
01,17304,CROWN REALTY,CROWN REALTY,S     ,CA,130.48,130.48,,130.48,0,0,0,707,255-0880,707,,1601  LINCOLN AVE,NAPA,CA,94558    ,204  ROSEBUD LN  A B C D,ST HELENA,CA,94574    ,KEVIN NICKERSON,,,,,,,,,,,,,,,,N,0,1185.76,,10/01/2013,,10/01/2013,,,S,,,,,,,KEVIN@CROWNPM.COM,,Y
01,17305,CROWN REALTY,CROWN REALTY,S     ,CA,130.48,130.48,,130.48,0,0,0,707,255-0880,707,,1601  LINCOLN AVE,NAPA,CA,94558    ,232  ROSEBUD LN  A B C D,ST HELENA,CA,94574    ,KEVIN NICKERSON,,,,,,,,,,,,,,,,N,0,1185.76,,10/01/2013,,10/01/2013,,,S,,,,,,,KEVIN@CROWNPM.COM,,Y
01,17387,VITE GALLERON WINERY,SULLIVAN VYDS,SC    ,CA,134.57,134.57,,134.57,0,0,0,707,963-9646,707,,PO BOX 565,RUTHERFORD,CA,94573    ,1090  GALLERON RD,RUTHERFORD,CA,94573    ,JENNY 963-9646 EXT 101,,,,,,,,,,,,,,,,N,0,1230.28,,04/05/2017,,10/23/2013,,,CO,,,,,,,accounting@sullivanwine.com,accounting@sullivanwine.com,Y
01,17403,JAMIE M LLC,JAMIE M LLC,YC    ,CA,179.92,0,,0,0,0,0,310,860-9002,707,,1925 E CENTURY PARK   SUITE 1700,LOS ANGELES,CA,90067    ,40  AUBERGE RD,RUTHERFORD,CA,94574    ,RUTH 310-826-0909,,,,,,,,,,,,,,,,N,0,1634.92,,11/04/2013,,11/04/2013,,,CO,,,,,,,evelyn@jamieenterprises.net,evelyn@jamieenterprises.net,Y
01,17417,BLACK MOUNTAIN DEVELOPMENT,BLACK MOUNTAIN DEVELOPMENT,SC    ,CA,145.81,145.81,,145.81,0,0,0,925,520-0001,925,789-0558,3925  OLD SANTA RITA RD  SUITE 200,PLEASANTON,CA,94588    ,1561 S WHITEHALL LN,ST HELENA,CA,94574    ,SILVIA CONTROLLER,,,,,,,,,,,,,,,,N,0,1330.47,,11/13/2013,,11/13/2013,,,CO,,,,,,,SILVIAT@BLACKMOUNTAINDEV.COM,,Y
01,17422,BELLA BAKERY,BELLA BAKERY,C     ,CA,439.46,0,,0,0,0,0,707,942-1443,707,,1353  LINCOLN AVE,CALISTOGA,CA,94515    ,1353  LINCOLN AVE,CALISTOGA,CA,94515    ,PAUL CRUDO,,,,BAKERY,,,,,,,,,,,,N,0,3993.32,,11/04/2013,,11/04/2013,,,C,,,,,,,bellabakerycalistoga@gmail.com,bellabakerycalistoga@gmail.com,Y
01,17436,E & J GALLO WINERY,THE RANCH WINERY,SC    ,TA,0,1728.69,,1728.69,0,0,0,707,260-4927,707,666-1295,P O BOX 3044,MODESTO,CA,953533044,105 E ZINFANDEL LN A  DE,ST HELENA,CA,94574    ,JESUS 707-260-4927,,,,,,,,,,,,,,,,N,0,3621.74,,02/09/2016,,11/11/2013,,,CO,,,,,,,,,Y
01,17442,MAISON FLEURIE,MAISON FLEURIE,Y     ,CA,485.94,485.94,,485.94,0,0,0,707,944-2056,707,,6529  YOUNT ST,YOUNTVILLE,CA,945991278,6529  YOUNT ST,YOUNTVILLE,CA,945991278,DEBBIE GREEN MGR,,,,,,MAISON FLEURIE,,,,,,,,,,N,0,5315.03,,12/31/1993,,12/31/1993,,,Y,,,,,,,,,Y
01,17462,NAPA VALLEY COFFEE ROASTING CO,NAPA VALLEY COFFEE ROASTING CO,S     ,CA,440.43,430.77,,430.77,0,0,0,707,963-4491,707,963-4491,1400  OAK AV A,ST HELENA,CA,945741852,1400  OAK AV A,ST HELENA,CA,945741852,,,,,,,NAPA VALLEY COFF,,,,,,,,,,N,0,3403.58,,01/07/1994,,,,,S,,,,,,,,,Y
01,17526,SADDLEBACK CELLARS,SADDLEBACK CELLARS,YC    ,CA,471,767.93,,553.8,214.13,0,0,707,944-1305,707,944-1305,P O BOX 141,OAKVILLE,CA,945620141,7802  MONEY RD,OAKVILLE,CA,945620141,NOREEN,,,,,,SADDLEBACK CELLA,,,,,,,,,,N,0,2827.69,,01/17/1994,,,,,CO,,,,,,,nils@saddlebackcellars.com,nils@saddlebackcellars.com,Y
01,17574,VINTAGE WINE ESTATES,CLOS PEGASE,CC    ,CA,632.56,632.56,,632.56,0,0,0,707,737-1404,707,,205  CONCOURSE BLVD,SANTA ROSA,CA,95403    ,1060  DUNAWEAL LN,CALISTOGA,CA,94515    ,JASON,,,,,,,,,,,,,,,,N,0,4991.1,,12/30/2013,,12/30/2013,,,CO,,,,,,,apinvoices@vintagewineestates.com,apinvoices@vintagewineestates.com,Y
01,17588,VILLA HELENA,VILLA HELENA,SC    ,CA,134.57,0,,0,0,0,0,707,963-8818,707,,1455  INGLEWOOD AVE,ST HELENA,CA,94574    ,1455  INGLEWOOD AVE,ST HELENA,CA,94574    ,CHARLES CHEN 408-393-6234,,,,,,,,,,,,,,,,N,0,1222.82,,01/07/2014,,,,,CO,,,,,,,charleschen@golden-america.com,charleschen@golden-america.com,Y
01,17589,LA PRADERA APARTMENTS,BRANNAN ST APTS-LA PRADER,CL    ,CA,3648.4,3783.4,,3783.4,0,0,0,707,942-6151,,,P O BOX 82614,GOLETA,CA,931182614,38  BRANNAN ST,CALISTOGA,CA,94515    ,LAURA GARCIA,,,,,,BRANNAN ST APTS,,,,,,,,,,N,0,38760.99,,02/03/1994,,02/03/1994,,,CL,,,,,,,,,Y
01,17597,CEDARS CARE HOME,CEDARS CARE HOME,C     ,CA,311.79,311.79,,311.79,0,0,0,707,942-9200,707,,1520  CEDAR ST,CALISTOGA,CA,94515    ,1520  CEDAR ST,CALISTOGA,CA,94515    ,IRIAS LOPEZ,,,,,,,,,,,,,,,,N,0,2833.14,,01/02/2014,,,,,C,,,,,,,,,Y
01,17666,HARVEST INN,HARVEST INN,S     ,CA,4964.76,0,,0,0,0,0,516,476-7568,707,963-9463,1  MAIN ST,ST HELENA,CA,945742155,1  MAIN ST,ST HELENA,CA,94574    ,NATALIE VOZILA--PHONE # 3,,,,,,,,,,,,,,,,N,0,39394.29,,01/24/2014,,01/24/2014,,,S,,702,473-9614,,,,nibrahim@harvestinn.com,qkao@qkaccounting.net,Y
